# F277W
# photon
# Angstroems	Transmission JWST/NIRCam/F277W
39908	1.35E-05
39920	1.35E-05
39932	1.29E-05
39944	1.32E-05
39956	1.43E-05
39968	1.55E-05
39980	1.62E-05
39992	1.80E-05
40004	2.08E-05
40016	2.27E-05
40028	2.32E-05
40040	2.39E-05
40052	2.49E-05
40064	2.42E-05
40076	2.30E-05
40088	2.23E-05
40100	2.12E-05
40112	1.90E-05
40124	1.78E-05
40136	1.74E-05
40148	1.74E-05
40160	1.70E-05
40172	1.75E-05
40184	1.83E-05
40196	1.80E-05
40208	1.71E-05
40220	1.63E-05
40232	1.64E-05
40244	1.46E-05
40256	1.33E-05
40268	1.26E-05
40280	1.15E-05
