# F356W
# photon
# Angstroems	Transmission JWST/NIRCam/F356W
39740	4.34E-01
39753	4.17E-01
39767	4.00E-01
39780	3.83E-01
39794	3.67E-01
39807	3.51E-01
39821	3.35E-01
39834	3.19E-01
39848	3.04E-01
39861	2.90E-01
39875	2.76E-01
39888	2.62E-01
39902	2.49E-01
39915	2.37E-01
39929	2.25E-01
39942	2.13E-01
39956	2.02E-01
39969	1.91E-01
39983	1.81E-01
39996	1.72E-01
40010	1.63E-01
40023	1.54E-01
40037	1.45E-01
40050	1.37E-01
40064	1.30E-01
40078	1.23E-01
40091	1.16E-01
40105	1.10E-01
40118	1.04E-01
40132	9.78E-02
40145	9.24E-02
40159	8.72E-02
40172	8.24E-02
40186	7.78E-02
40199	7.35E-02
40213	6.94E-02
40226	6.55E-02
40240	6.18E-02
40253	5.84E-02
40267	5.51E-02
40280	5.21E-02
40294	4.92E-02
40307	4.64E-02
40321	4.38E-02
40334	4.14E-02
40348	3.91E-02
40361	3.70E-02
40375	3.49E-02
40388	3.30E-02
40402	3.12E-02
40415	2.95E-02
40429	2.78E-02
40442	2.63E-02
40456	2.49E-02
40469	2.35E-02
40483	2.23E-02
40496	2.10E-02
40510	1.99E-02
40523	1.88E-02
40537	1.78E-02
40550	1.69E-02
40564	1.60E-02
40577	1.51E-02
40591	1.43E-02
40605	1.36E-02
40618	1.29E-02
40632	1.22E-02
40645	1.15E-02
40659	1.09E-02
40672	1.04E-02
40686	9.83E-03
40699	9.32E-03
40713	8.84E-03
40726	8.39E-03
40740	7.96E-03
40753	7.56E-03
40767	7.18E-03
40780	6.82E-03
40794	6.49E-03
40807	6.16E-03
40821	5.86E-03
40834	5.58E-03
40848	5.30E-03
40861	5.04E-03
40875	4.80E-03
40888	4.56E-03
40902	4.34E-03
40915	4.13E-03
40929	3.93E-03
40942	3.74E-03
40956	3.56E-03
40969	3.40E-03
40983	3.24E-03
40996	3.09E-03
41010	2.95E-03
41023	2.81E-03
41037	2.69E-03
41050	2.57E-03
41064	2.45E-03
41077	2.34E-03
41091	2.24E-03
41104	2.14E-03
41118	2.05E-03
41131	1.96E-03
41145	1.88E-03
41159	1.80E-03
41172	1.73E-03
41186	1.66E-03
41199	1.59E-03
41213	1.52E-03
41226	1.46E-03
41240	1.40E-03
41253	1.34E-03
41267	1.29E-03
41280	1.23E-03
41294	1.18E-03
41307	1.14E-03
41321	1.09E-03
41334	1.05E-03
41348	1.01E-03
41361	9.73E-04
41375	9.38E-04
41388	9.07E-04
41402	8.78E-04
41415	8.48E-04
41429	8.17E-04
41442	7.88E-04
41456	7.60E-04
41469	7.33E-04
41483	7.07E-04
41496	6.82E-04
41510	6.58E-04
41523	6.37E-04
41537	6.18E-04
41550	5.99E-04
41564	5.78E-04
41577	5.58E-04
41591	5.39E-04
41604	5.22E-04
41618	5.05E-04
41631	4.90E-04
41645	4.76E-04
41658	4.62E-04
41672	4.51E-04
41685	4.41E-04
41699	4.31E-04
41713	4.21E-04
41726	4.12E-04
41740	4.01E-04
41753	3.89E-04
41767	3.78E-04
41780	3.69E-04
41794	3.59E-04
41807	3.49E-04
41821	3.39E-04
41834	3.29E-04
41848	3.20E-04
41861	3.13E-04
41875	3.05E-04
41888	2.98E-04
41902	2.91E-04
41915	2.84E-04
41929	2.78E-04
41942	2.72E-04
41956	2.67E-04
41969	2.62E-04
41983	2.57E-04
41996	2.52E-04
42010	2.47E-04
42023	2.42E-04
42037	2.38E-04
42050	2.35E-04
42064	2.32E-04
42077	2.30E-04
42091	2.28E-04
42104	2.26E-04
42118	2.26E-04
42131	2.25E-04
42145	2.23E-04
42158	2.20E-04
42172	2.18E-04
42185	2.16E-04
42199	2.13E-04
42212	2.11E-04
42226	2.08E-04
42239	2.05E-04
42253	2.01E-04
42267	1.98E-04
42280	1.95E-04
42294	1.91E-04
42307	1.89E-04
42321	1.88E-04
42334	1.89E-04
42348	1.88E-04
42361	1.88E-04
42375	1.87E-04
42388	1.86E-04
42402	1.81E-04
42415	1.75E-04
42429	1.68E-04
42442	1.63E-04
42456	1.59E-04
42469	1.57E-04
42483	1.55E-04
42496	1.53E-04
42510	1.54E-04
42523	1.54E-04
42537	1.53E-04
42550	1.49E-04
42564	1.44E-04
42577	1.40E-04
42591	1.35E-04
42604	1.31E-04
42618	1.27E-04
42631	1.25E-04
42645	1.23E-04
42658	1.22E-04
42672	1.21E-04
42685	1.19E-04
42699	1.15E-04
42712	1.11E-04
42726	1.08E-04
42739	1.04E-04
42753	1.00E-04
42766	9.82E-05
42780	9.70E-05
42793	9.62E-05
42807	9.64E-05
42821	9.80E-05
42834	9.98E-05
42848	1.01E-04
42861	1.02E-04
42875	1.02E-04
42888	1.03E-04
42902	1.03E-04
42915	1.04E-04
42929	1.05E-04
42942	1.05E-04
42956	1.04E-04
42969	1.04E-04
42983	1.03E-04
42996	1.02E-04
43010	9.95E-05
43023	9.72E-05
43037	9.37E-05
43050	8.99E-05
43064	8.63E-05
43077	8.30E-05
43091	7.99E-05
43104	7.80E-05
43118	7.64E-05
43131	7.60E-05
43145	7.64E-05
43158	7.70E-05
43172	7.77E-05
43185	7.85E-05
43199	7.84E-05
43212	7.84E-05
43226	7.92E-05
43239	7.98E-05
43253	7.93E-05
43266	7.83E-05
43280	7.74E-05
43293	7.71E-05
43307	7.68E-05
43320	7.60E-05
43334	7.51E-05
43348	7.48E-05
43361	7.55E-05
43375	7.65E-05
43388	7.70E-05
43402	7.68E-05
43415	7.57E-05
43429	7.46E-05
43442	7.30E-05
43456	7.07E-05
43469	6.75E-05
43483	6.44E-05
43496	6.15E-05
43510	5.95E-05
43523	5.84E-05
43537	5.85E-05
43550	5.93E-05
43564	6.04E-05
43577	6.15E-05
43591	6.29E-05
43604	6.43E-05
43618	6.47E-05
43631	6.39E-05
43645	6.20E-05
43658	5.96E-05
43672	5.68E-05
43685	5.40E-05
43699	5.10E-05
43712	4.81E-05
43726	4.54E-05
43739	4.38E-05
43753	4.31E-05
43766	4.34E-05
43780	4.41E-05
43793	4.53E-05
43807	4.67E-05
43820	4.80E-05
43834	4.87E-05
43847	4.91E-05
43861	4.92E-05
43874	4.88E-05
43888	4.77E-05
43902	4.62E-05
43915	4.45E-05
43929	4.29E-05
43942	4.13E-05
43956	3.98E-05
43969	3.93E-05
43983	3.98E-05
43996	4.10E-05
44010	4.18E-05
44023	4.22E-05
44037	4.26E-05
44050	4.35E-05
44064	4.43E-05
44077	4.43E-05
44091	4.40E-05
44104	4.39E-05
44118	4.41E-05
44131	4.54E-05
44145	4.70E-05
44158	4.86E-05
44172	4.87E-05
44185	4.78E-05
44199	4.57E-05
44212	4.34E-05
44226	4.16E-05
44239	3.95E-05
44253	3.79E-05
44266	3.63E-05
44280	3.66E-05
44293	3.79E-05
44307	4.01E-05
44320	4.18E-05
44334	4.33E-05
44347	4.43E-05
44361	4.54E-05
44374	4.74E-05
44388	4.99E-05
44401	5.25E-05
44415	5.50E-05
44428	5.81E-05
44442	6.12E-05
44456	6.43E-05
44469	6.58E-05
44483	6.53E-05
44496	6.23E-05
44510	5.83E-05
44523	5.36E-05
44537	4.91E-05
44550	4.49E-05
44564	4.13E-05
44577	3.96E-05
44591	3.90E-05
44604	3.99E-05
44618	4.07E-05
44631	4.18E-05
44645	4.23E-05
44658	4.21E-05
44672	4.03E-05
44685	3.74E-05
44699	3.45E-05
44712	3.23E-05
44726	3.05E-05
44739	2.80E-05
44753	2.62E-05
44766	2.47E-05
44780	2.41E-05
44793	2.34E-05
44807	2.32E-05
44820	2.24E-05
44834	2.16E-05
44847	2.12E-05
44861	2.06E-05
44874	2.08E-05
44888	2.05E-05
44901	2.07E-05
44915	2.11E-05
44928	2.24E-05
44942	2.33E-05
44955	2.40E-05
44969	2.45E-05
44982	2.51E-05
44996	2.53E-05
45010	2.42E-05
45023	2.19E-05
45037	1.89E-05
45050	1.60E-05
45064	1.35E-05
45077	1.14E-05
45091	9.04E-06
45104	7.55E-06
45118	6.65E-06
45131	6.20E-06
45145	6.81E-06
45158	8.63E-06
45172	1.04E-05
45185	1.21E-05
45199	1.44E-05
45212	1.68E-05
45226	1.95E-05
45239	2.17E-05
45253	2.37E-05
45266	2.51E-05
45280	2.60E-05
45293	2.62E-05
45307	2.59E-05
45320	2.62E-05
45334	2.69E-05
45347	2.79E-05
45361	2.83E-05
45374	2.83E-05
45388	2.70E-05
45401	2.54E-05
45415	2.32E-05
45428	2.04E-05
45442	1.76E-05
45455	1.47E-05
45469	1.24E-05
45482	1.14E-05
45496	1.31E-05
45509	1.54E-05
45523	1.81E-05
45536	2.08E-05
45550	2.34E-05
45564	2.62E-05
45577	2.85E-05
45591	3.01E-05
45604	3.07E-05
45618	3.09E-05
45631	3.09E-05
45645	3.09E-05
45658	3.13E-05
45672	3.08E-05
45685	3.00E-05
45699	2.86E-05
45712	2.80E-05
45726	2.82E-05
45739	2.84E-05
45753	2.77E-05
45766	2.62E-05
45780	2.54E-05
45793	2.54E-05
45807	2.62E-05
45820	2.65E-05
45834	2.64E-05
45847	2.64E-05
45861	2.71E-05
45874	2.87E-05
45888	3.01E-05
45901	3.08E-05
45915	2.92E-05
45928	2.66E-05
45942	2.46E-05
45955	2.37E-05
45969	2.34E-05
45982	2.25E-05
45996	2.11E-05
46009	1.99E-05
46023	2.04E-05
46036	2.10E-05
46050	2.11E-05
46063	2.04E-05
46077	1.91E-05
46091	1.77E-05
46104	1.63E-05
46118	1.52E-05
46131	1.42E-05
46145	1.31E-05
46158	1.19E-05
46172	1.05E-05
46185	9.99E-06
46199	9.86E-06
46212	9.87E-06
46226	9.46E-06
46239	9.25E-06
46253	9.59E-06
46266	1.01E-05
46280	1.06E-05
46293	1.05E-05
46307	1.05E-05
46320	1.05E-05
46334	1.06E-05
46347	1.02E-05
46361	9.55E-06
46374	9.60E-06
46388	9.44E-06
46401	9.18E-06
46415	8.70E-06
46428	8.44E-06
46442	8.37E-06
46455	8.77E-06
46469	9.00E-06
46482	8.02E-06
46496	7.06E-06
46509	6.12E-06
46523	5.09E-06
46536	3.81E-06
46550	2.57E-06
46563	2.23E-06
46577	2.30E-06
46590	3.09E-06
46604	3.81E-06
46617	3.82E-06
46631	3.82E-06
46645	3.83E-06
46658	3.93E-06
46672	3.09E-06
46685	1.99E-06
46699	1.01E-06
46712	2.82E-07
46726	3.48E-07
46739	5.96E-07
46753	8.27E-07
46766	1.21E-06
46780	2.04E-06
46793	3.84E-06
46807	5.17E-06
46820	5.91E-06
46834	6.55E-06
46847	6.74E-06
46861	6.66E-06
46874	6.41E-06
46888	6.00E-06
46901	5.31E-06
46915	5.60E-06
46928	7.31E-06
46942	8.90E-06
46955	1.09E-05
46969	1.31E-05
46982	1.49E-05
46996	1.50E-05
47009	1.41E-05
47023	1.27E-05
47036	1.05E-05
