# F200W
# photon
# Angstroems	Transmission JWST/NIRCam/F200W
20260	9.96E-01
20270	9.95E-01
20280	9.95E-01
20290	9.96E-01
20300	9.97E-01
20310	9.97E-01
20320	9.97E-01
20330	9.98E-01
20340	9.98E-01
20350	9.98E-01
20360	9.97E-01
20370	9.98E-01
20380	9.98E-01
20390	9.98E-01
20400	9.97E-01
20410	9.95E-01
20420	9.94E-01
20430	9.91E-01
20440	9.90E-01
20450	9.88E-01
20460	9.87E-01
20470	9.87E-01
20480	9.85E-01
20490	9.84E-01
20500	9.83E-01
20510	9.83E-01
20520	9.83E-01
20530	9.81E-01
20540	9.81E-01
20550	9.81E-01
20560	9.80E-01
20570	9.79E-01
20580	9.79E-01
20590	9.79E-01
20600	9.79E-01
20610	9.80E-01
20620	9.81E-01
20630	9.82E-01
20640	9.83E-01
20650	9.83E-01
20660	9.84E-01
20670	9.85E-01
20680	9.87E-01
20690	9.88E-01
20700	9.89E-01
20710	9.91E-01
20720	9.93E-01
20730	9.95E-01
20740	9.97E-01
20750	9.98E-01
20760	9.97E-01
20770	9.97E-01
20780	9.98E-01
20790	9.98E-01
20800	9.98E-01
20810	9.98E-01
20820	9.97E-01
20830	9.97E-01
20840	9.98E-01
20850	9.98E-01
20860	9.99E-01
20870	9.97E-01
20880	9.97E-01
20890	9.96E-01
20900	9.95E-01
20910	9.92E-01
20920	9.90E-01
20930	9.90E-01
20940	9.90E-01
20950	9.90E-01
20960	9.89E-01
20970	9.88E-01
20980	9.88E-01
20990	9.87E-01
21000	9.86E-01
21010	9.86E-01
21020	9.85E-01
21030	9.86E-01
21040	9.87E-01
21050	9.87E-01
21060	9.86E-01
21070	9.84E-01
21080	9.84E-01
21090	9.82E-01
21100	9.83E-01
21110	9.81E-01
21120	9.82E-01
21130	9.81E-01
21140	9.81E-01
21150	9.79E-01
21160	9.78E-01
21170	9.80E-01
21180	9.81E-01
21190	9.80E-01
21200	9.78E-01
21210	9.77E-01
21220	9.77E-01
21230	9.76E-01
21240	9.74E-01
21250	9.73E-01
21260	9.72E-01
21270	9.72E-01
21280	9.71E-01
21290	9.71E-01
21300	9.71E-01
21310	9.71E-01
21320	9.72E-01
21330	9.72E-01
21340	9.72E-01
21350	9.71E-01
21360	9.70E-01
21370	9.70E-01
21380	9.70E-01
21390	9.72E-01
21400	9.73E-01
21410	9.74E-01
21420	9.74E-01
21430	9.75E-01
21440	9.78E-01
21450	9.80E-01
21460	9.81E-01
21470	9.80E-01
21480	9.80E-01
21490	9.81E-01
21500	9.83E-01
21510	9.82E-01
21520	9.81E-01
21530	9.82E-01
21540	9.82E-01
21550	9.81E-01
21560	9.80E-01
21570	9.81E-01
21580	9.81E-01
21590	9.81E-01
21600	9.79E-01
21610	9.78E-01
21620	9.75E-01
21630	9.73E-01
21640	9.73E-01
21650	9.72E-01
21660	9.71E-01
21670	9.69E-01
21680	9.69E-01
21690	9.67E-01
21700	9.65E-01
21710	9.64E-01
21720	9.63E-01
21730	9.63E-01
21740	9.64E-01
21750	9.64E-01
21760	9.65E-01
21770	9.65E-01
21780	9.65E-01
21790	9.65E-01
21800	9.64E-01
21810	9.64E-01
21820	9.63E-01
21830	9.64E-01
21840	9.65E-01
21850	9.68E-01
21860	9.69E-01
21870	9.69E-01
21880	9.68E-01
21890	9.69E-01
21900	9.69E-01
21910	9.70E-01
21920	9.70E-01
21930	9.70E-01
21940	9.71E-01
21950	9.71E-01
21960	9.72E-01
21970	9.73E-01
21980	9.75E-01
21990	9.77E-01
22000	9.77E-01
22010	9.77E-01
22020	9.79E-01
22030	9.80E-01
22040	9.80E-01
22050	9.79E-01
22060	9.77E-01
22070	9.74E-01
22080	9.69E-01
22090	9.65E-01
22100	9.58E-01
22110	9.50E-01
22120	9.39E-01
22130	9.25E-01
22140	9.08E-01
22150	8.87E-01
22160	8.64E-01
22170	8.37E-01
22180	8.07E-01
22190	7.74E-01
22200	7.38E-01
22210	7.00E-01
22220	6.60E-01
22230	6.16E-01
22240	5.72E-01
22250	5.27E-01
22260	4.85E-01
22270	4.45E-01
22280	4.08E-01
22290	3.73E-01
22300	3.41E-01
22310	3.11E-01
22320	2.84E-01
22330	2.59E-01
22340	2.35E-01
22350	2.13E-01
22360	1.92E-01
22370	1.72E-01
22380	1.54E-01
22390	1.37E-01
22400	1.22E-01
22410	1.08E-01
22420	9.53E-02
22430	8.40E-02
22440	7.37E-02
22450	6.45E-02
22460	5.64E-02
22470	4.94E-02
22480	4.32E-02
22490	3.77E-02
22500	3.30E-02
22510	2.88E-02
22520	2.51E-02
22530	2.20E-02
22540	1.92E-02
22550	1.68E-02
22560	1.47E-02
22570	1.29E-02
22580	1.13E-02
22590	9.90E-03
22600	8.68E-03
22610	7.63E-03
22620	6.71E-03
22630	5.92E-03
22640	5.22E-03
22650	4.61E-03
22660	4.07E-03
22670	3.61E-03
22680	3.20E-03
22690	2.85E-03
22700	2.53E-03
22710	2.27E-03
22720	2.03E-03
22730	1.83E-03
22740	1.64E-03
22750	1.49E-03
22760	1.34E-03
22770	1.22E-03
22780	1.11E-03
22790	1.01E-03
22800	9.24E-04
22810	8.45E-04
22820	7.72E-04
22830	7.12E-04
22840	6.55E-04
22850	6.05E-04
22860	5.54E-04
22870	5.13E-04
22880	4.72E-04
22890	4.37E-04
22900	4.04E-04
22910	3.73E-04
22920	3.45E-04
22930	3.18E-04
22940	2.95E-04
22950	2.74E-04
22960	2.58E-04
22970	2.38E-04
22980	2.25E-04
22990	2.09E-04
23000	1.96E-04
23010	1.81E-04
23020	1.70E-04
23030	1.60E-04
23040	1.50E-04
23050	1.40E-04
23060	1.33E-04
23070	1.25E-04
23080	1.16E-04
23090	1.11E-04
23100	1.05E-04
23110	9.91E-05
23120	9.12E-05
23130	8.50E-05
23140	7.96E-05
23150	7.58E-05
23160	7.18E-05
23170	6.91E-05
23180	6.50E-05
23190	6.20E-05
23200	5.84E-05
23210	5.80E-05
23220	5.72E-05
23230	5.54E-05
23240	5.12E-05
23250	4.88E-05
23260	4.58E-05
23270	4.48E-05
23280	4.27E-05
23290	4.24E-05
23300	4.01E-05
23310	3.89E-05
23320	3.70E-05
23330	3.55E-05
23340	3.44E-05
23350	3.37E-05
23360	3.30E-05
23370	3.24E-05
23380	3.13E-05
23390	3.02E-05
23400	2.87E-05
23410	2.77E-05
23420	2.87E-05
23430	2.84E-05
23440	2.88E-05
23450	2.73E-05
23460	2.68E-05
23470	2.55E-05
23480	2.48E-05
23490	2.51E-05
23500	2.52E-05
23510	2.41E-05
23520	2.30E-05
23530	2.25E-05
23540	2.27E-05
23550	2.25E-05
23560	2.14E-05
23570	2.17E-05
23580	2.14E-05
23590	2.24E-05
23600	2.33E-05
23610	2.31E-05
23620	2.30E-05
23630	2.23E-05
23640	2.29E-05
23650	2.38E-05
23660	2.34E-05
23670	2.27E-05
23680	2.16E-05
23690	2.22E-05
23700	2.18E-05
23710	2.20E-05
23720	2.17E-05
23730	2.26E-05
23740	2.29E-05
23750	2.30E-05
23760	2.35E-05
23770	2.52E-05
23780	2.41E-05
23790	2.38E-05
23800	2.13E-05
23810	2.31E-05
23820	2.22E-05
23830	2.24E-05
23840	2.05E-05
23850	2.26E-05
23860	2.31E-05
23870	2.48E-05
23880	2.51E-05
23890	2.47E-05
23900	2.36E-05
23910	2.18E-05
23920	2.35E-05
23930	2.47E-05
23940	2.60E-05
23950	2.49E-05
23960	2.40E-05
23970	2.22E-05
23980	2.28E-05
23990	2.41E-05
24000	2.58E-05
24010	2.59E-05
24020	2.54E-05
24030	2.47E-05
24040	2.40E-05
24050	2.42E-05
24060	2.65E-05
24070	2.70E-05
24080	2.86E-05
24090	2.81E-05
24100	2.82E-05
24110	2.60E-05
24120	2.42E-05
24130	2.39E-05
24140	2.35E-05
24150	2.57E-05
24160	2.52E-05
24170	2.55E-05
24180	2.55E-05
24190	2.67E-05
24200	2.83E-05
24210	2.95E-05
24220	3.14E-05
24230	3.03E-05
24240	3.08E-05
24250	2.96E-05
24260	3.16E-05
24270	2.95E-05
24280	2.97E-05
24290	2.95E-05
24300	2.89E-05
24310	3.08E-05
24320	3.07E-05
24330	3.40E-05
24340	3.34E-05
24350	3.58E-05
24360	3.31E-05
24370	3.43E-05
24380	3.25E-05
24390	3.36E-05
24400	3.57E-05
24410	3.66E-05
24420	3.97E-05
24430	3.87E-05
24440	3.86E-05
24450	3.68E-05
24460	3.53E-05
24470	3.48E-05
24480	3.50E-05
24490	3.60E-05
24500	3.71E-05
24510	3.76E-05
24520	3.70E-05
24530	3.73E-05
24540	3.54E-05
24550	3.76E-05
24560	3.73E-05
24570	4.30E-05
24580	4.36E-05
24590	4.48E-05
24600	4.33E-05
24610	4.56E-05
24620	4.48E-05
24630	4.42E-05
24640	3.84E-05
24650	4.00E-05
24660	3.78E-05
24670	4.16E-05
24680	4.24E-05
24690	4.45E-05
24700	4.35E-05
24710	4.63E-05
24720	4.65E-05
24730	4.97E-05
24740	4.61E-05
24750	4.96E-05
24760	4.80E-05
24770	4.78E-05
24780	4.66E-05
24790	4.73E-05
24800	5.20E-05
24810	5.31E-05
24820	5.16E-05
24830	4.84E-05
24840	4.49E-05
24850	4.42E-05
24860	4.51E-05
24870	4.71E-05
24880	5.14E-05
24890	5.54E-05
24900	5.94E-05
24910	5.89E-05
24920	5.79E-05
24930	5.83E-05
24940	5.53E-05
24950	5.42E-05
24960	5.16E-05
24970	5.79E-05
24980	5.75E-05
24990	5.89E-05
25000	5.52E-05
25010	5.33E-05
25020	5.80E-05
25030	6.06E-05
25040	6.47E-05
25050	6.07E-05
25060	6.25E-05
25070	6.52E-05
25080	6.43E-05
25090	6.51E-05
25100	7.06E-05
25110	7.40E-05
25120	7.49E-05
25130	6.97E-05
25140	6.84E-05
25150	7.10E-05
25160	6.79E-05
25170	7.22E-05
25180	7.14E-05
25190	7.72E-05
