# F444W
# photon
# Angstroems	Transmission JWST/NIRCam/F444W
51833	7.93E-04
51847	7.50E-04
51860	7.08E-04
51874	6.69E-04
51887	6.32E-04
51901	5.96E-04
51914	5.63E-04
51928	5.32E-04
51941	5.02E-04
51955	4.74E-04
51968	4.48E-04
51982	4.23E-04
51995	4.00E-04
52009	3.78E-04
52022	3.57E-04
52036	3.37E-04
52049	3.18E-04
52063	2.99E-04
52076	2.82E-04
52090	2.66E-04
52103	2.50E-04
52117	2.36E-04
52131	2.22E-04
52144	2.10E-04
52158	1.99E-04
52171	1.87E-04
52185	1.76E-04
52198	1.66E-04
52212	1.56E-04
52225	1.47E-04
52239	1.38E-04
52252	1.29E-04
52266	1.21E-04
52279	1.14E-04
52293	1.07E-04
52306	1.01E-04
52320	9.45E-05
52333	8.86E-05
52347	8.29E-05
52360	7.75E-05
52374	7.23E-05
52387	6.74E-05
52401	6.25E-05
52414	5.78E-05
52428	5.33E-05
52441	4.91E-05
52455	4.52E-05
52468	4.16E-05
52482	3.81E-05
52495	3.50E-05
52509	3.20E-05
52522	2.93E-05
52536	2.66E-05
52549	2.40E-05
52563	2.14E-05
52576	1.88E-05
52590	1.63E-05
52603	1.38E-05
52617	1.14E-05
